Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities	Emblem Powers	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Elice (Lv10)	S5	fe5-018.png	6	3		Cleric	Female/Staff/Recovery/Infantry	Staff B	Physic Staff			Brother: Marth / Support: Merric		[Luck] (Outside the Battlefield 3) Disable 1 Emblem Power	[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Altea	Elice	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Barst (Lv10)	S5	fe5-019.png	6	1	1	Fighter	Male/Axe/Direct/Infantry	Axe A	Hand Axe: When an attack is made with the initial equipment, indirect attacks are also possible.					[Strength] (Energy 2) Damage modifier +2	[Brilliant Counterattack] (Energy 1): Damage modifier +3 when counterattacking.			Kingdom of Talys	Barts	<s><l>Initial Equipment</l><f>/ccg-1</f></s>
Cord (Lv10)	S5	fe5-020.png	6	4	1	Fighter	Male/Axe/Direct/Infantry	Axe A	Steel Axe					[Speed] (Hand 3) Retreat to avoid attack or counterattack	[Brilliant Counterattack] (Energy 1): Damage modifier +3 when counterattacking.			Kingdom of Talys	Maji	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Bord (Lv10)	S5	fe5-021.png	6	4	1	Fighter	Male/Axe/Direct/Infantry	Axe A	Steel Axe					[Strength] (Energy 2) Damage modifier +2	[Brilliant Counterattack] (Energy 1): Damage modifier +3 when counterattacking.			Kingdom of Talys	Saji	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Castor (Lv10)	S5	fe5-022.png	5	3	1	Hunter	Male/Bow/Indirect/Infantry	Bow B	Steel Bow					[Strength] (Energy 2) Damage modifier +2	[Counter-Fire] (Energy 2): Deal 1 damage to 1 cavalry-type unit that moves outside the movement step.			Kingdom of Archanea	Kashim	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Midia (Lv10)	S5	fe5-023.png	7	4	2	Paladin	Female/Lance/Direct/Cavalry	Lance A	Silver Lance			Support: Astram		[Skill] (Energy 2) Disable 1 card effect / [Speed] (Hand 3) Retreat to avoid attack or counterattack	[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.			Kingdom of Archanea	Midia	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Astram (Lv10)	S5	fe5-024.png	7	5	2	Hero	Male/Sword/Direct/Infantry	Sword A	Steel Sword			Support: Midia		[Strength] (Energy 2) Damage modifier +2 / [Skill] (Energy 2) Disable 1 card effect	[Force Back] (Energy 2): If a direct attack deals damage, the enemy unit retreats one square.			Kingdom of Archanea	Astria	<s><l>Initial Equipment</l><f>/ccg-5</f></s>
Macellan (Lv10)	S5	fe5-025.png	8	3	1	Armor Knight	Male/Lance/Direct/Infantry	Lance B	Steel Lance					[Defense] (Hand 2) Weapon damage -2	[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Shackle] (Energy 2): During the enemy invasion phase, 1 adjacent enemy unit cannot move.			Kingdom of Archanea	Mishelan	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Tomas (Lv10)	S5	fe5-026.png	5	3	1	Archer	Male/Bow/Indirect/Infantry	Bow B	Steel Bow					[Strength] (Energy 2) Damage modifier +2	[Counter-Fire] (Energy 2): Deal 1 damage to 1 cavalry-type unit that moves outside the movement step.			Kingdom of Archanea	Thormas	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Dolph (Lv10)	S5	fe5-027.png	8	3	1	Armor Knight	Male/Lance/Direct/Infantry	Lance B	Steel Lance					[Defense] (Hand 2) Weapon damage -2	[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Shackle] (Energy 2): During the enemy invasion phase, 1 adjacent enemy unit cannot move.			Kingdom of Archanea	Tomth	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Boah (Lv10)	S5	fe5-028.png	7	4		Bishop	Male/Staff/Recovery/Infantry	Staff A / Magic A	Physic Staff					[Speed] (Hand 3) Retreat to avoid attack or counterattack / [Magic] (Hand 2) Magic damage -2	[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Archanea	Boha	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Hardin (Lv10)	S5	fe5-029.png	6	3	1	Cavalier	Male/Lance/Direct/Cavalry	Lance B	Steel Lance					[Strength] (Energy 2) Damage modifier +2	[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.			Kingdom of Aurelis	Hardin	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Vyland (Lv10)	S5	fe5-030.png	6	3	1	Cavalier	Male/Lance/Direct/Cavalry	Lance B	Steel Lance					[Strength] (Energy 2) Damage modifier +2	[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.			Kingdom of Aurelis	Biraku	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Wolf (Lv10)	S5	fe5-031.png	6	3	2	Horseman	Male/Bow/Indirect/Cavalry	Bow B	Steel Bow					[Strength] (Energy 2) Damage modifier +2 / [Defense] (Hand 2) Weapon damage -2	[Horseback Riding]: After an action, you can move except forward (to the adjacent left, right or back).			Kingdom of Aurelis	Wolf	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Sedgar (Lv10)	S5	fe5-032.png	6	3	2	Horseman	Male/Bow/Indirect/Cavalry	Bow B	Steel Bow					[Skill] (Energy 2) Disable 1 card effect / [Defense] (Hand 2) Weapon damage -2	[Horseback Riding]: After an action, you can move except forward (to the adjacent left, right or back).			Kingdom of Aurelis	Zagaro	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Roshea (Lv10)	S5	fe5-033.png	6	3	1	Cavalier	Male/Lance/Direct/Cavalry	Lance B	Steel Lance					[Defense] (Hand 2) Weapon damage -2	[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.			Kingdom of Aurelis	Roshe	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Wendell (Lv10)	S5	fe5-034.png	7	4	2	Bishop	Male/Wind/Magic/Infantry	Staff A / Magic A	Blizzard					[Speed] (Hand 3) Retreat to avoid attack or counterattack / [Magic] (Hand 2) Magic damage -2	[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Khadein	Wendel	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Maria (Lv10)	S5	fe5-035.png	6	3		Cleric	Female/Staff/Recovery/Infantry	Staff B	Physic Staff			Brother: Michalis / Sister: Minerva		[Magic] (Hand 2) Magic damage -2	[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Macedon	Maria	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Lena (Lv10)	S5	fe5-036.png	6	3		Cleric	Female/Staff/Recovery/Infantry	Staff B	Physic Staff			Brother: Matthis / Support: Julian		[Luck] (Outside the Battlefield 3) Disable 1 Emblem Power	[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Macedon	Rena	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Matthis (Lv10)	S5	fe5-037.png	6	3	1	Cavalier	Male/Lance/Direct/Cavalry	Lance B	Steel Lance			Sister: Lena		[Defense] (Hand 2) Weapon damage -2	[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.			Kingdom of Macedon	Matis	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Lorenz (Lv10)	S5	fe5-038.png	8	4	2	General	Male/Lance/Direct/Infantry	Lance A	Steel Lance			Support: Jubelo, Yuliya		[Strength] (Energy 2) Damage modifier +2 / [Defense] (Hand 2) Weapon damage -2	[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Shackle] (Energy 2): During the enemy invasion phase, 1 adjacent enemy unit cannot move.			Kingdom of Grust	Rolence	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Julian (Lv10)	S5	fe5-039.png	4	2	1	Thief	Male/Sword/Direct/Infantry	Sword C	Iron Sword			Support: Lena		[Luck] (Outside the Battlefield 3) Disable 1 Emblem Power	[Steal]: If the attack is successful, your opponent moves chips from his unused chip pile to the used chip pile, equal to the damage dealt  x5.				Jurian	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Rickard (Lv10)	S5	fe5-040.png	4	2	1	Thief	Male/Sword/Direct/Infantry	Sword C	Iron Sword			Support: Julian		[Speed] (Hand 3) Retreat to avoid attack or counterattack	[Steal]: If the attack is successful, your opponent moves chips from his unused chip pile to the used chip pile, equal to the damage dealt  x5.				Ricard	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Radd (Lv10)	S5	fe5-041.png	6	4	1	Mercenary	Male/Sword/Direct/Infantry	Sword A	Steel Sword			Support: Caesar		[Speed] (Hand 3) Retreat to avoid attack or counterattack	[Force Back] (Energy 2): If a direct attack deals damage, the enemy unit retreats one square.				Radel	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Caesar (Lv10)	S5	fe5-042.png	6	4	1	Mercenary	Male/Sword/Direct/Infantry	Sword A	Steel Sword			Support: Radd		[Skill] (Energy 2) Disable 1 card effect	[Force Back] (Energy 2): If a direct attack deals damage, the enemy unit retreats one square.				Seazer	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Bantu (Lv10)	S5	fe5-043.png	3			Manakete	Male/Dragonization/Infantry	Dragon Lv: Fire				Support: Tiki			[Dragonization]: Instead of a normal sortie, you can place a "Fire Dragon" on top of this unit. In this case, when the "Fire Dragon" unit has 1~2 energy chips, return it to your hand. At this time, this unit remains on the field.				Banutu	
Wrys (Lv10)	S5	fe5-044.png	6	3		Priest	Male/Staff/Recovery/Infantry	Staff B	Physic Staff					[Magic] (Hand 2) Magic damage -2	[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Talys	Rif	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Darros (Lv10)	S5	fe5-045.png	6	4	1	Pirate	Male/Axe/Direct/Infantry	Axe A	Steel Axe					[Strength] (Energy 2) Damage modifier +2	This unit can invade the land "Ocean". / [Land Destruction]: You may remove the land card this unit moved to by spending 1 energy chip.				Daross	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Roger (Lv10)	S5	fe5-046.png	8	3	1	Armor Knight	Male/Lance/Direct/Infantry	Lance B	Steel Lance					[Defense] (Hand 2) Weapon damage -2	[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Shackle] (Energy 2): During the enemy invasion phase, 1 adjacent enemy unit cannot move.			Kingdom of Grust	Rojar	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Jake (Lv10)	S5	fe5-047.png	4	1	1	Ballistician	Male/Ballista/Special/Infantry	Ballista A	Arrowspate: Enemy flying units within range cannot use [Surprise Attack].						[Slow Walk]: Each time this unit moves 1 square, it consumes 2 energy chip.			Kingdom of Grust	Jeik	<s><l>Initial Equipment</l><f>/ccg-1</f></s>
Beck (Lv10)	S5	fe5-048.png	4	1	1	Ballistician	Male/Ballista/Special/Infantry	Ballista A	Thunderbolt: Enemy cavalry units within range cannot use [Charge] or [Horseback Riding].						[Slow Walk]: Each time this unit moves 1 square, it consumes 2 energy chip.				Beck	<s><l>Initial Equipment</l><f>/ccg-1</f></s>
Gotoh (Lv10)	S5	fe5-049.png	7	4	2	Bishop	Male/Thunder/Magic/Infantry	Staff A / Magic A	Thoron					[Magic] (Hand 2) Magic damage -2 / [Defense] (Hand 2) Weapon damage -2	[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.				Gato	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Gharnef (Lv10)	S5	fe5-050.png	5	3	2	Bishop	Male/Fire/Magic/Infantry	Staff A / Magic A	Elfire					[Magic] (Hand 2) Magic damage -2 / [Defense] (Hand 2) Weapon damage -2	[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Khadein	Garnef	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Mercenary (Lv10)	S5	fe5-051.png	4	3	1	Mercenary	Male/Soldier/Sword/Direct/Infantry	Sword B	Iron Sword						[Force Back] (Energy 2): If a direct attack deals damage, the enemy unit retreats one square.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Fighter (Lv10)	S5	fe5-052.png	4	3	1	Fighter	Male/Soldier/Axe/Direct/Infantry	Axe B	Iron Axe						[Brilliant Counterattack] (Energy 1): Damage modifier +3 when counterattacking.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Soldier (Lv10)	S5	fe5-053.png	4	3	1	Soldier	Male/Soldier/Lance/Direct/Infantry	Lance B	Iron Lance						[Brilliant Counterattack] (Energy 1): Damage modifier +3 when counterattacking.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Archer (Lv10)	S5	fe5-054.png	4	2	1	Archer	Male/Soldier/Bow/Indirect/Infantry	Bow B	Iron Bow						[Counter-Fire] (Energy 2): Deal 1 damage to 1 cavalry-type unit that moves outside the movement step.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Hunter (Lv10)	S5	fe5-055.png	4	2	1	Hunter	Male/Soldier/Bow/Indirect/Infantry	Bow B	Iron Bow						[Counter-Fire] (Energy 2): Deal 1 damage to 1 cavalry-type unit that moves outside the movement step.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Armor Knight (Lv10)	S5	fe5-056.png	5	3	1	Armor Knight	Male/Soldier/Lance/Direct/Infantry	Lance B	Iron Lance						[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Shackle] (Energy 2): During the enemy invasion phase, 1 adjacent enemy unit cannot move.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Mage (Lv10)	S5	fe5-057.png	3	2	1	Mage	Male/Soldier/Fire/Magic/Infantry	Magic C	Fire						[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Sister (Lv10)	S5	fe5-058.png	4	3		Sister	Female/Soldier/Staff/Recovery/Infantry	Staff B	Heal Staff						[Support]: You can use used chips to support during the support step. Grants +1 support chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Brigand (Lv10)	S5	fe5-059.png	4	3	1	Brigand	Male/Soldier/Axe/Direct/Infantry	Axe B	Iron Axe						[Land Destruction]: You may remove the land card this unit moved to by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Pirate (Lv10)	S5	fe5-060.png	4	3	1	Pirate	Male/Soldier/Axe/Direct/Infantry	Axe B	Iron Axe						This unit can invade the land "Ocean". / [Land Destruction]: You may remove the land card this unit moved to by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Barbarian (Lv10)	S5	fe5-061.png	4	3	1	Barbarian 	Male/Soldier/Axe/Direct/Infantry	Axe B	Iron Axe						[Land Destruction]: You may remove the land card this unit moved to by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Dark Mage (Lv10)	S5	fe5-062.png	5	3	2	Dark Mage	Male/Soldier/Fire/Magic/Infantry	Staff A / Magic A	Elfire						[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Thief (Lv10)	S5	fe5-063.png	3	2	1	Thief	Male/Soldier/Sword/Direct/Infantry	Sword C	Iron Sword						[Steal]: If the attack is successful, your opponent moves chips from his unused chip pile to the used chip pile, equal to the damage dealt  x5.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Dancer (Lv10)	S5	fe5-064.png	3	2	1	Dancer	Female/Soldier/Sword/Direct/Infantry	Sword C	Iron Sword						[Dance]: Spend 1 energy chip to put an adjancent unit actionable state. You cannot use [Dance] if you move or attack an opponents unit.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Cavalier (Lv10)	S5	fe5-065.png	5	3	1	Cavalier	Male/Soldier/Lance/Direct/Cavalry	Lance B	Iron Lance						[Charge]: If an attack after moving causes an adjacent enemy to withdraw, you can move to the square where the enemy unit was.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Pegasus Knight (Lv10)	S5	fe5-066.png	4	3	1	Pegasus Knight	Female/Soldier/Lance/Direct/Flying	Lance B	Slim Lance						[Surprise Attack]: Can be sortied with 1 energy chip, one square in front of your sortie squares. However, it cannot be moved during that turn.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Ballistician (Lv10)	S5	fe5-067.png	3	1	1	Ballistician	Male/Soldier/Ballista/Special/Infantry	Ballista B	Arrowspate: Enemy flying units within range cannot use [Surprise Attack].						[Slow Walk]: Each time this unit moves 1 square, it consumes 2 energy chip.					<s><l>Initial Equipment</l><f>/ccg-1</f></s>
Manakete [Fire] (Lv10)	S5	fe5-068.png	2			Manakete	Male/Soldier/Dragonization/Infantry	Dragon Lv: Fire							[Dragonization]: Instead of a normal sortie, you can place a "Fire Dragon" on top of this unit. In this case, when the "Fire Dragon" unit has 1~2 energy chips, return it to your hand. At this time, this unit remains on the field.					
Manakete [Ice] (Lv10)	S5	fe5-069.png	2			Manakete	Male/Soldier/Dragonization/Infantry	Dragon Lv: Ice							[Dragonization]: Instead of a normal sortie, you can place a "Ice Dragon" on top of this unit. In this case, when the "Ice Dragon" unit has 1~2 energy chips, return it to your hand. At this time, this unit remains on the field.					
Manakete [Magic] (Lv10)	S5	fe5-070.png	2			Manakete	Male/Soldier/Dragonization/Infantry	Dragon Lv: Magic							[Dragonization]: Instead of a normal sortie, you can place a "Mage Dragon" on top of this unit. In this case, when the "Mage Dragon" unit has 1~2 energy chips, return it to your hand. At this time, this unit remains on the field.					
Manakete [Flying] (Lv10)	S5	fe5-071.png	2			Manakete	Male/Soldier/Dragonization/Infantry	Dragon Lv: Flying							[Dragonization]: Instead of a normal sortie, you can place a "Flying Dragon" on top of this unit. In this case, when the "Flying Dragon" unit has 1~2 energy chips, return it to your hand. At this time, this unit remains on the field.					
Fire Dragon (Lv10)	S5	fe5-072.png	8	4	2	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Fire							Can be placed ontop of a Manakete with Dragon Lv "Fire" to sortie. If you sortie it without plutting it ontop of a Manakete, when its energy chips become 2 or less, it will withdraw. / [Fire Breath]: Attack/Counterattack damage modifier +2. / [Red Scales]: Damage modifier -2 for enemy weapon attacks and counterattacks.					<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Ice Dragon (Lv10)	S5	fe5-073.png	7	4	2	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Ice							Can be placed ontop of a Manakete with Dragon Lv "Ice" to sortie. If you sortie it without plutting it ontop of a Manakete, when its energy chips become 2 or less, it will withdraw. / [Ice Breath]: Attack/Counterattack damage modifier +2. / [White Scales]: Damage modifier -2 for enemy weapon attacks and counterattacks.					<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Mage Dragon (Lv10)	S5	fe5-074.png	8	4	2	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Magic							Can be placed ontop of a Manakete with Dragon Lv "Magic" to sortie. If you sortie it without plutting it ontop of a Manakete, when its energy chips become 2 or less, it will withdraw. / [Fire Breath]: Attack/Counterattack damage modifier +1. / [Magic Scales]: Damage modifier -1 for enemy weapon/magic attacks.					<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Flying Dragon (Lv10)	S5	fe5-075.png	6	3	2	Dragon Tribe	Male/Breath/Flying	Dragon Lv: Flying							Can be placed ontop of a Manakete with Dragon Lv "Flying" to sortie. If you sortie it without plutting it ontop of a Manakete, when its energy chips become 2 or less, it will withdraw. / [Fire Breath]: Attack/Counterattack damage modifier +1. / [Green Scales]: Damage modifier -1 for enemy weapon attacks.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Iron Sword	S5	fe5-076.png	2	1			Weapon	Sword C												
Iron Lance	S5	fe5-077.png	2	1			Weapon	Lance C												
Iron Axe	S5	fe5-078.png	2	1			Weapon	Axe C												
Iron Bow	S5	fe5-079.png	2	1			Weapon	Bow C												
Devil Sword	S5	fe5-080.png	3	5			Weapon	Sword C									At the end of the combat processing step using this weapon, if the number of chips in the enemy's used chip pile is even, the unit using this weapon recieves 3 damage.			
Lady Sword	S5	fe5-081.png	4	3			Weapon	Sword C									This weapon can only be equipped by a female unit (name in pink). Additional effect: +1 damage dealt to thief-type units and units with [Land Destruction]. Thief type: Units with [Steal] or [Take over] in their description			
Wyrmslayer	S5	fe5-082.png	2	3			Weapon	Sword B									If you attack or counterattack using this weapon, negate the effects of [Red Scales], [White Scales], [Magic Scales], [Green Scales], and [Divine Scales]. Additional effect: +3 damage dealt to dragon-types. Dragon type: Units with the word "Dragon" or "Dragon Tribe" in their description (class).			
Sword Killer	S5	fe5-083.png	3	2			Weapon	Sword B									Additional effect: +1 damage dealt to infantry units whose initial equipment is [Sword]. However, units with [Heavy Step], [Steal], and [Dance] abilities, as well as "Lord", "Junior Lord", "Prince", and "Princess" are excluded.			
Levin Sword	S5	fe5-084.png	2	1			Weapon	Sword B									Instead of attacking, the unit with this card can use the magic [Thunder] by spending 1 energy chip.  [Thunder]: Attack: 2.  After [Thunder] is used, this card is removed ends.			
Armorslayer	S5	fe5-085.png	2	1			Weapon	Sword B									If you attack an armor-type unit with this weapon, the attacked unit cannot use the Emblem Power [Defense]. Additional effect: +1 damage dealt to armor-type units. Armor type: Units with [Heavy Step] in their description.			
Arrowspate	S5	fe5-086.png	2	2			Weapon	Ballista C									When a unit is equipped with this weapon, the effects of its initial equipments are negated. Enemy flying units within range cannot use their special abilities. Special abilities of flying units: [Re-movement], [Re-flight], and [Surprise Attack]			
Thundebolt	S5	fe5-087.png	2	2			Weapon	Ballista C									When a unit is equipped with this weapon, the effects of its initial equipments are negated. Enemy cavalry units within range cannot use their special abilities. Special abilities of cavalry units: [Re-movement], [Re-mounting], [Charge], and [Horseback Riding]			
Hoistflamme	S5	fe5-088.png	3	3			Weapon	Ballista B									When a unit is equipped with this weapon, the effects of its initial equipments are negated. Enemy infantry units within range cannot use the special abilities [Push Back], [Brilliant Counterattack], [Afterimage], and [Steal].			
Stonehoist	S5	fe5-089.png	3	3			Weapon	Ballista B									When a unit is equipped with this weapon, the effects of its initial equipments are negated. Enemy infantry units within range cannot use the special abilities [Support], [Land Destruction], and [Dance].			
Pachyderm	S5	fe5-090.png	2	5			Weapon	Ballista A									When a unit is equipped with this weapon, the effects of its initial equipments are negated. When a unit is attacked by this weapon, it can convert 3 unused chips into used chips to reduce the number of attacks by -1. This weapon is removed after use.			
Fire	S5	fe5-091.png	1	2			Magic	Fire C									Additional effect: +3 damage dealt to "Ice Dragon". This card is removed after the attack ends.			
Thunder	S5	fe5-092.png	1	2			Magic	Thunder C									This card is removed after the attack ends.			
Blizzard (Archanea)	S5	fe5-093.png	1	2			Magic	Wind C									Additional effect: +3 damage dealt to "Fire Dragon". This card is removed after the attack ends.			
Cutting Gale	S5	fe5-094.png	1	2			Magic	Wind C									Additional effect: +3 damage dealt to flying units. This card is removed after the attack ends.			
Heal Staff	S5	fe5-095.png	1	1			Magic	Staff C									Choose 1 unit of your army as the target. Place 1 used or unused chip on the target unit. However, the number of chips on that unit cannot exceed its maximum energy. This card is removed after use.			
Recover Staff	S5	fe5-096.png	1	Full			Magic	Staff B									Choose 1 unit of your army as the target. Target units energy becomes its maximum value, by placing used or unused chips on it. This card is removed after use.			
Barrier Staff	S5	fe5-097.png	2				Magic	Staff B									Choose 1 unit of your army as the target. Until the start of your next turn, reduce the damage taken by the target unit from magic attacks and counterattacks by -1 as a damage modifier. This card is removed after use.			
Again Staff	S5	fe5-098.png	5				Magic	Staff A									Choose 1 unit of your army as the target. Place the target unit in an actionable state. However, it cannot be used on units with the status ailment [Sleep]. When this staff is used, 2 energy chips are consumed. This card is sent outside the country after use.			
Power Ring	S5	fe5-099.png	2				Item										When a unit who has been given this item uses the Emblem Power [Strength], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Secret Book	S5	fe5-100.png	2				Item										When a unit who has been given this item uses the Emblem Power [Skill], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Speed Ring	S5	fe5-101.png	2				Item										When a unit who has been given this item uses the Emblem Power [Speed], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Dragonshield	S5	fe5-102.png	2				Item										When a unit who has been given this item uses the Emblem Power [Defense], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Talisman	S5	fe5-103.png	2				Item										When a unit who has been given this item uses the Emblem Power [Magic], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Goddess Icon	S5	fe5-104.png	2				Item										When a unit who has been given this item uses the Emblem Power [Luck], its cost will be reduced by -1. However, this effect cannot make the cost negative.			
Boots	S5	fe5-105.png	2				Item										A unit who has been given this item card can invade all lands.			
Treasure Key	S5	fe5-106.png	2				Item										While there is a unit who has been given this item card, increase your handsize by +1.			
Silver Card	S5	fe5-107.png	3				Item										During your draw step. the unit who has been given this item card can spend 3 energy chips, and increase the number of cards drawn by +1. This effect can be used multiple times.			
Member Card	S5	fe5-108.png	4				Item										A unit who has been given this item card can, instead of acting, spend 3 energy chips, to add 1 weapon card, magic card, or item card from the deck to your hand. Afterwards, shuffle your deck.			
Angelic Robe	S5	fe5-109.png	3				Item										A unit who has been given this item has their maximum energy increased by +2.			
Iote's Shield	S5	fe5-110.png	5				Item										Only 1 of this item can be placed on the field. When an enemy declares an attack or counterattack, the player controlling the unit who has been given this item card can discard 3 cards from their hand, to negate all "damage modifier"s and "additional effect"s of attacks and counterattacks against the unit with this item.			
Broken Sword	S5	fe5-111.png	2				Item										This item can only be given to enemy units that have an equipment level of [Sword], [Lance], [Axe], [Bow] or [Ballista]. When a unit equipped with this item attacks or counterattacks with the initial equipment, the damage dealt is reduced by -2 as damage modifier. If the unit equipped with this item has a [Sword] as initial equipment, it cannot attack or counterattack, and the effects of the initial equipment are negated. The player who controls the unit equipped with this item can remove this item by discarding 1 weapon card from their hand.			
Broken Lance	S5	fe5-112.png	2				Item										This item can only be given to enemy units that have an equipment level of [Sword], [Lance], [Axe], [Bow] or [Ballista]. When a unit equipped with this item attacks or counterattacks with the initial equipment, the damage dealt is reduced by -2 as damage modifier. If the unit equipped with this item has a [Lance] as initial equipment, it cannot attack or counterattack, and the effects of the initial equipment are negated. The player who controls the unit equipped with this item can remove this item by discarding 1 weapon card from their hand.			
Broken Axe	S5	fe5-113.png	2				Item										This item can only be given to enemy units that have an equipment level of [Sword], [Lance], [Axe], [Bow] or [Ballista]. When a unit equipped with this item attacks or counterattacks with the initial equipment, the damage dealt is reduced by -2 as damage modifier. If the unit equipped with this item has an [Axe] as initial equipment, it cannot attack or counterattack, and the effects of the initial equipment are negated. The player who controls the unit equipped with this item can remove this item by discarding 1 weapon card from their hand.			
Broken Bow	S5	fe5-114.png	2				Item										This item can only be given to enemy units that have an equipment level of [Sword], [Lance], [Axe], [Bow] or [Ballista]. When a unit equipped with this item attacks or counterattacks with the initial equipment, the damage dealt is reduced by -2 as damage modifier. If the unit equipped with this item has a [Bow] or [Ballista] as initial equipment, it cannot attack or counterattack, and the effects of the initial equipment are negated. The player who controls the unit equipped with this item can remove this item by discarding 1 weapon card from their hand.			
Vanished Tome	S5	fe5-115.png	2				Item										This item can only be given to enemy units that have an equipment level of [Fire], [Thunder], [Wind], [Light], [Dark] or [Magic]. When a unit equipped with this item attacks or counterattacks with the initial equipment, the damage dealt is reduced by -2 as damage modifier. The unit equipped with this item has the effects of their initial equipment negated. The player who controls the unit equipped with this item can remove this item by discarding 1 magic card from their hand.			
